name,nickname,country_code,age,height,average,global_position,value,wage,best_foot,weak_foot_5stars,heading,jump,long_pass,short_pass,dribbling,acceleration,speed,shot_power,long_shot,stamina,defense,interception,team_id_fk,game
Dimitar Berbatov,D. Berbatov,bg,31,189,82,Delantero,9500000.0,60000.0,Diestro,3,85,75,78,86,83,65,68,84,70,55,35,28,41,fifa13
Ronaldo de Assis Moreira,Ronaldinho,br,32,182,82,Centrocampista,8500000.0,80000.0,Diestro,4,51,64,86,88,87,58,51,78,72,41,59,25,45,fifa13
Michael Carrick,M. Carrick,gb-eng,30,188,82,Centrocampista,9000000.0,80000.0,Diestro,3,73,72,87,87,74,55,65,78,76,79,217,86,5,fifa13
Mickaël Landreau,M. Landreau,fr,33,184,82,Portero,3300000.0,40000.0,Diestro,3,13,70,36,35,9,32,34,22,7,44,36,26,46,fifa13
Roman Weidenfeller,R. Weidenfeller,de,31,188,82,Portero,6000000.0,80000.0,Zurdo,1,17,73,27,31,12,38,42,44,11,32,46,15,13,fifa13
Clarence Seedorf,C. Seedorf,nl,36,177,82,Centrocampista,3300000.0,50000.0,Diestro,4,48,73,86,86,84,63,64,84,86,72,148,53,44,fifa13
Francesco Totti,F. Totti,it,35,180,82,Delantero,3300000.0,60000.0,Diestro,5,48,34,88,92,84,55,50,90,84,55,58,36,17,fifa13
Luis Barrogios,L. Barrogios,py,28,189,81,Delantero,0,0,Diestro,3,82,81,48,76,76,76,77,79,67,72,86,41,,fifa13
Raphaël Varane,R. Varane,fr,19,191,81,Defensa,15000000.0,70000.0,Diestro,3,85,76,74,73,57,60,74,52,53,70,251,85,1,fifa13
David De Gea Quintana,De Gea,es,21,193,81,Portero,8500000.0,70000.0,Diestro,3,14,67,32,31,13,51,55,31,12,30,38,23,5,fifa13
Javier Pastore,J. Pastore,ar,23,187,81,Centrocampista,12000000.0,80000.0,Diestro,3,63,68,77,82,82,74,74,78,76,70,122,67,4,fifa13
Sandro R. G. Cordeiro,Sandro,br,23,187,81,Centrocampista,9000000.0,60000.0,Diestro,3,66,62,74,80,75,68,76,77,74,85,244,86,11,fifa13
Christian Eriksen,C. Eriksen,dk,20,177,81,Centrocampista,16500000.0,80000.0,Diestro,5,52,62,78,87,83,85,82,72,70,85,94,39,47,fifa13
Seydou Doumbia,S. Doumbia,ci,24,178,81,Delantero,11500000.0,70000.0,Diestro,4,74,83,64,75,86,88,93,78,73,90,107,28,34,fifa13
Onur Recep Kıvrak,O. Kıvrak,tr,24,187,81,Portero,0,0,Diestro,1,11,83,21,23,11,60,55,21,14,40,38,30,,fifa13
Keisuke Honda,K. Honda,jp,26,182,81,Centrocampista,11500000.0,80000.0,Zurdo,3,68,82,80,78,81,83,82,86,83,91,201,54,34,fifa13
Luiz Gustavo Dias,Luiz Gustavo,br,24,187,81,Centrocampista,7000000.0,60000.0,Zurdo,3,75,72,77,80,75,76,74,74,68,85,254,85,3,fifa13
Ramires Santos do Nascimen.,Ramires,br,25,180,81,Centrocampista,10500000.0,70000.0,Diestro,3,75,80,76,83,82,87,90,75,66,94,231,82,9,fifa13
Sofiane Feghouli,S. Feghouli,dz,22,178,81,Centrocampista,12500000.0,50000.0,Diestro,3,51,71,73,77,87,87,83,82,74,82,110,42,21,fifa13
Leonardo Bonucci,L. Bonucci,it,25,190,81,Defensa,9000000.0,70000.0,Diestro,3,84,89,81,75,64,67,73,76,50,69,240,80,8,fifa13
Nico Gaitán,N. Gaitán,ar,24,173,81,Centrocampista,10500000.0,70000.0,Zurdo,2,55,60,76,78,86,82,81,74,73,69,102,40,37,fifa13
Mamadou Sakho,M. Sakho,fr,22,187,81,Defensa,9500000.0,60000.0,Zurdo,2,78,82,64,72,50,74,70,51,38,72,246,76,4,fifa13
Martín Cáceres,M. Cáceres,uy,25,183,81,Defensa,7500000.0,60000.0,Diestro,3,72,95,59,67,70,79,83,76,72,73,260,84,8,fifa13
Fernando Muslera,F. Muslera,uy,26,190,81,Portero,9000000.0,80000.0,Diestro,2,12,84,34,35,13,63,64,25,10,45,40,30,12,fifa13
Andrea Ranocchia,A. Ranocchia,it,24,195,81,Defensa,12000000.0,70000.0,Diestro,3,76,75,62,66,40,55,65,65,40,65,256,86,31,fifa13
Diego da Silva Costa,Diego Costa,br,23,188,81,Delantero,10000000.0,60000.0,Diestro,3,81,60,48,61,79,75,84,82,72,73,101,40,2,fifa13
Miguel Luís Pinto Veloso,Miguel Veloso,pt,26,180,81,Centrocampista,0,0,Zurdo,4,66,74,85,83,76,69,67,82,83,75,226,84,,fifa13
Papiss Demba Cissé,P. Cissé,sn,27,183,81,Delantero,8500000.0,40000.0,Diestro,4,77,83,59,73,76,78,79,81,80,66,48,29,48,fifa13
Sven Bender,S. Bender,de,23,185,81,Centrocampista,9000000.0,60000.0,Diestro,4,76,74,77,82,61,67,66,75,65,92,256,88,13,fifa13
Axel Witsel,A. Witsel,be,23,186,81,Centrocampista,14000000.0,70000.0,Diestro,4,77,76,81,83,84,67,74,77,75,84,188,74,28,fifa13
Dimitri Payet,D. Payet,fr,25,175,81,Delantero,10500000.0,60000.0,Diestro,4,66,48,76,79,82,85,84,80,81,76,128,44,36,fifa13
Jonas Gonçalves Oliveira,Jonas,br,28,181,81,Delantero,8500000.0,50000.0,Diestro,4,59,64,56,76,82,74,76,78,83,68,68,31,21,fifa13
André Ayew,A. Ayew,gh,22,176,81,Centrocampista,12500000.0,70000.0,Zurdo,3,79,92,70,83,81,79,84,78,76,91,184,62,30,fifa13
Lucas Pezzini Leiva,Lucas Leiva,br,25,179,81,Centrocampista,6000000.0,50000.0,Diestro,3,73,81,79,85,69,68,75,71,35,77,242,83,10,fifa13
Antonio Candreva,A. Candreva,it,25,181,81,Centrocampista,10500000.0,60000.0,Diestro,4,56,62,76,84,84,78,80,90,84,75,204,76,19,fifa13
Domenico Criscito,D. Criscito,it,25,183,81,Defensa,9000000.0,70000.0,Zurdo,3,65,76,80,76,74,81,82,71,72,86,244,82,28,fifa13
Blaise Matuidi,B. Matuidi,fr,25,175,81,Centrocampista,7000000.0,60000.0,Zurdo,3,75,81,78,79,72,77,79,74,64,88,247,85,4,fifa13
Nuri Şahin,N. Şahin,tr,23,180,81,Centrocampista,11000000.0,70000.0,Zurdo,4,47,49,85,84,81,63,54,72,80,71,194,81,13,fifa13
Carlos Vela,C. Vela,mx,23,177,81,Delantero,10500000.0,50000.0,Zurdo,2,60,67,63,79,86,87,84,68,74,64,48,37,49,fifa13
Yohan Cabaye,Y. Cabaye,fr,26,175,81,Centrocampista,10500000.0,50000.0,Diestro,4,69,72,81,84,76,66,71,80,84,83,215,75,48,fifa13
Danilo Larangeira,Danilo,br,28,185,81,Defensa,6500000.0,40000.0,Diestro,3,79,78,69,67,54,55,50,72,56,70,255,85,24,fifa13
Diego Alves Carreira,Diego Alves,br,27,188,81,Portero,6500000.0,60000.0,Zurdo,2,21,87,33,33,14,57,60,25,12,51,50,19,21,fifa13
Laurent Koscielny,L. Koscielny,fr,26,185,81,Defensa,6500000.0,60000.0,Diestro,3,81,90,67,75,58,76,78,54,47,73,248,84,15,fifa13
Jakub Błaszczykowski,J. Błaszczykowski,pl,26,175,81,Centrocampista,9000000.0,60000.0,Diestro,4,47,65,66,80,82,92,94,82,74,78,176,64,13,fifa13
Theo Walcott,T. Walcott,gb-eng,23,175,81,Delantero,12000000.0,80000.0,Diestro,3,53,59,58,76,81,97,96,74,61,75,96,31,15,fifa13
Filipe Luís Kasmirski,Filipe Luís,br,26,182,81,Defensa,7500000.0,60000.0,Zurdo,3,62,62,77,75,77,81,85,71,60,89,242,83,2,fifa13
Stéphane Sessègnon,S. Sessègnon,bj,28,172,81,Centrocampista,8500000.0,40000.0,Diestro,3,67,70,69,79,85,86,82,79,75,85,144,44,50,fifa13
Moussa Dembélé,M. Dembélé,be,24,185,81,Centrocampista,11500000.0,60000.0,Zurdo,2,67,77,72,83,88,85,83,84,73,87,193,58,11,fifa13
Hatem Ben Arfa,H. Ben Arfa,fr,25,178,81,Delantero,11500000.0,50000.0,Zurdo,3,69,79,73,78,88,85,82,77,75,68,82,23,48,fifa13
Frederico Chaves Guedes,Fred,br,28,185,81,Delantero,8500000.0,50000.0,Diestro,4,83,75,67,74,74,68,62,80,73,60,49,41,51,fifa13
Bafétimbi Gomis,B. Gomis,fr,26,184,81,Delantero,8500000.0,60000.0,Diestro,3,78,80,45,70,75,73,73,86,81,62,103,37,52,fifa13
Thomas Vermaelen,T. Vermaelen,be,26,183,81,Defensa,6000000.0,50000.0,Zurdo,3,83,94,73,75,62,74,69,83,74,67,250,79,15,fifa13
Gaël Clichy,G. Clichy,fr,26,176,81,Defensa,6500000.0,60000.0,Zurdo,4,69,75,68,78,77,89,89,51,42,82,252,80,6,fifa13
Lukas Podolski,L. Podolski,de,27,182,81,Delantero,9000000.0,70000.0,Zurdo,2,62,68,55,74,79,86,85,91,88,67,42,27,15,fifa13
Christian Maggio,C. Maggio,it,30,184,81,Centrocampista,6500000.0,50000.0,Diestro,2,80,91,80,81,75,83,87,82,74,87,236,72,7,fifa13
Igor Denisov,I. Denisov,ru,28,176,81,Centrocampista,7000000.0,60000.0,Diestro,3,59,75,79,85,76,75,76,67,78,91,239,83,28,fifa13
Pablo Zabaleta,P. Zabaleta,ar,27,177,81,Defensa,6000000.0,60000.0,Diestro,3,74,81,71,77,70,76,73,66,57,79,248,83,6,fifa13
Lucho González,L. González,ar,31,186,81,Centrocampista,5500000.0,50000.0,Diestro,4,76,67,85,87,76,64,73,75,83,69,180,74,32,fifa13
Michel Fernandes Bastos,Michel Bastos,br,28,179,81,Centrocampista,7500000.0,60000.0,Zurdo,2,68,73,82,82,82,80,86,90,86,65,192,62,20,fifa13
Helton da Silva Arruda,Helton,br,34,189,81,Portero,1600000.0,50000.0,Diestro,3,12,81,39,35,39,64,61,39,11,43,39,23,32,fifa13
Joleon Lescott,J. Lescott,gb-eng,29,188,81,Defensa,5500000.0,50000.0,Zurdo,3,86,81,59,67,57,61,53,65,39,67,248,79,6,fifa13
James Milner,J. Milner,gb-eng,26,176,81,Centrocampista,8000000.0,60000.0,Diestro,4,68,64,81,85,81,74,69,88,83,88,202,71,6,fifa13
Bruno Eduardo Refuge Alves,Bruno Alves,pt,30,189,81,Defensa,4900000.0,60000.0,Diestro,3,80,87,64,64,59,72,65,81,79,80,241,80,28,fifa13
Vágner Silva de Souza,Vágner Love,br,28,172,81,Delantero,8500000.0,60000.0,Diestro,4,78,82,47,73,81,83,82,81,76,85,82,42,34,fifa13
Michel Vorm,M. Vorm,nl,28,183,81,Portero,4900000.0,40000.0,Diestro,3,16,79,34,38,17,65,62,22,18,43,37,27,53,fifa13
Alexsandro de Souza,Alex,br,34,175,81,Centrocampista,4300000.0,30000.0,Zurdo,4,69,57,83,86,83,51,43,80,84,53,62,33,54,fifa13
Selçuk İnan,S. İnan,tr,27,182,81,Centrocampista,9000000.0,60000.0,Diestro,3,49,60,85,86,81,71,72,85,83,76,176,79,12,fifa13
Burak Yılmaz,B. Yılmaz,tr,26,188,81,Delantero,8500000.0,60000.0,Diestro,3,82,67,70,72,78,85,83,81,78,85,140,55,12,fifa13
Hugo Campagnaro,H. Campagnaro,ar,32,181,81,Defensa,3300000.0,40000.0,Diestro,3,76,87,65,67,62,69,69,74,44,72,250,87,7,fifa13
Cédric Carrasso,C. Carrasso,fr,30,187,81,Portero,3300000.0,50000.0,Diestro,3,11,73,22,24,14,38,42,27,14,31,40,23,55,fifa13
Stephan Lichtsteiner,S. Lichtsteiner,ch,28,183,81,Centrocampista,7500000.0,60000.0,Diestro,3,68,79,79,83,76,79,83,76,72,91,244,84,8,fifa13
Alberto Aquilani,A. Aquilani,it,27,186,81,Centrocampista,10500000.0,60000.0,Diestro,4,58,62,87,86,82,55,60,86,82,70,184,70,18,fifa13
Nigel de Jong,N. de Jong,nl,27,174,81,Centrocampista,5500000.0,60000.0,Diestro,3,76,77,75,82,70,68,65,69,63,66,248,87,14,fifa13
Fabrizio Miccoli,F. Miccoli,it,33,168,81,Delantero,5000000.0,40000.0,Diestro,4,60,50,71,82,83,88,83,85,84,52,66,30,56,fifa13
Darren Bent,D. Bent,gb-eng,28,180,81,Delantero,8500000.0,40000.0,Diestro,3,77,78,31,63,70,82,86,83,71,67,93,22,57,fifa13
Thiago Motta,T. Motta,it,29,187,81,Centrocampista,4700000.0,60000.0,Zurdo,4,82,84,83,84,73,48,52,82,76,80,227,76,4,fifa13
Fabricio Coloccini,F. Coloccini,ar,30,184,81,Defensa,4900000.0,40000.0,Diestro,4,77,86,71,72,66,68,67,59,69,68,243,80,48,fifa13
Brede Hangeland,B. Hangeland,no,31,199,81,Defensa,4099999.9999999995,40000.0,Diestro,3,84,33,71,74,39,46,51,62,38,69,244,86,41,fifa13
Michaël Essien,M. Essien,gh,29,177,81,Centrocampista,4700000.0,60000.0,Diestro,4,70,81,78,80,75,68,64,85,77,76,229,82,1,fifa13
Philippe Mexès,P. Mexès,fr,30,187,81,Defensa,4900000.0,60000.0,Diestro,3,81,86,66,64,62,69,70,68,54,72,239,83,14,fifa13
Claudio Pizarro,C. Pizarro,pe,33,184,81,Delantero,5000000.0,60000.0,Diestro,4,83,71,58,73,79,65,64,79,80,66,65,32,3,fifa13
Danny Miguel Alves Gomes,Danny,pt,28,178,81,Delantero,7500000.0,60000.0,Diestro,4,49,70,80,86,86,78,77,74,76,66,88,41,28,fifa13
Tim Howard,T. Howard,us,33,191,81,Portero,2400000.0,30000.0,Diestro,3,11,75,29,32,12,50,48,25,14,32,34,21,43,fifa13
Nicolas Anelka,N. Anelka,fr,33,186,81,Delantero,5000000.0,60000.0,Diestro,3,77,79,62,75,83,67,73,83,81,69,56,24,8,fifa13
Frank Lampard,F. Lampard,gb-eng,34,184,81,Centrocampista,3200000.0,50000.0,Diestro,4,71,67,85,84,78,55,64,88,86,69,182,66,9,fifa13
Christian Abbiati,C. Abbiati,it,34,191,81,Portero,1600000.0,50000.0,Diestro,2,12,77,36,35,14,50,56,38,16,41,41,21,14,fifa13
João Pedro da Silva Pereira,João Pereira,pt,28,172,80,Defensa,6000000.0,50000.0,Diestro,3,63,76,73,76,75,87,85,70,55,88,230,78,21,fifa13
Bernard Anício Caldeira Duarte,Bernard,br,19,162,80,Centrocampista,16000000.0,60000.0,Diestro,4,58,61,67,79,86,92,90,76,64,77,98,35,45,fifa13
Gastón Ramirez,G. Ramirez,uy,21,183,80,Centrocampista,14000000.0,50000.0,Zurdo,3,56,73,70,80,85,79,82,76,78,69,122,38,58,fifa13
Jackson Martínez,J. Martínez,co,25,185,80,Delantero,11500000.0,60000.0,Diestro,4,86,85,61,72,76,82,83,79,69,82,114,48,32,fifa13
Jorge Resurrección M.,Koke,es,20,178,80,Centrocampista,15500000.0,60000.0,Diestro,4,62,61,84,83,78,77,73,77,76,76,149,58,2,fifa13
André Schürrle,A. Schürrle,de,21,184,80,Centrocampista,15500000.0,60000.0,Diestro,4,65,78,67,79,86,92,85,86,88,76,100,43,40,fifa13
Bernd Leno,B. Leno,de,20,190,80,Portero,11500000.0,60000.0,Diestro,3,13,73,33,36,16,46,52,43,14,43,41,22,40,fifa13
Marc-André ter Stegen,M. ter Stegen,de,20,189,80,Portero,15000000.0,50000.0,Diestro,4,7,82,38,30,17,38,50,38,10,35,30,22,59,fifa13
Nicolás Otamendi,N. Otamendi,ar,24,184,80,Defensa,7500000.0,60000.0,Diestro,3,81,84,61,65,59,62,55,60,25,68,250,85,32,fifa13
Nemanja Matić,N. Matić,rs,23,194,80,Centrocampista,12000000.0,60000.0,Zurdo,3,77,70,80,81,77,68,73,77,71,90,232,80,37,fifa13
Wilfried Bony,W. Bony,ci,23,182,80,Delantero,10500000.0,40000.0,Diestro,3,82,84,45,68,75,78,71,84,78,80,95,38,60,fifa13
Kevin Strootman,K. Strootman,nl,22,186,80,Centrocampista,15500000.0,60000.0,Zurdo,3,65,56,82,84,74,65,70,85,74,86,188,75,61,fifa13
Vicente Guaita Panadero,Guaita,es,25,190,80,Portero,6500000.0,60000.0,Diestro,3,15,73,32,38,15,51,56,35,16,32,36,26,21,fifa13
Markel Susaeta Laskurain,Susaeta,es,24,179,80,Delantero,10000000.0,40000.0,Diestro,3,52,63,77,75,81,82,84,75,73,78,57,46,33,fifa13
Nicolas N'Koulou,N. N'Koulou,cm,22,180,80,Defensa,14000000.0,70000.0,Diestro,3,73,82,75,76,63,81,77,57,45,73,244,86,30,fifa13
Alberto Costa,A. Costa,ar,27,176,80,Centrocampista,10500000.0,50000.0,Zurdo,2,55,54,87,83,77,65,64,91,89,86,202,68,21,fifa13
Pierre-Emerick Aubameyang,P. Aubameyang,ga,23,187,80,Delantero,12000000.0,60000.0,Diestro,3,79,75,69,75,79,92,94,77,72,80,118,43,42,fifa13
Réver Humberto Alves Araújo,Réver,br,27,193,80,Defensa,9000000.0,50000.0,Diestro,3,86,60,55,68,63,66,68,76,56,68,250,84,45,fifa13
José Paulo Bezerra M. Júnior,Paulinho,br,23,180,80,Centrocampista,12000000.0,60000.0,Diestro,3,83,88,78,82,77,77,78,76,74,92,232,82,62,fifa13
Kwadwo Asamoah,K. Asamoah,gh,23,178,80,Centrocampista,11000000.0,60000.0,Zurdo,3,64,79,75,83,84,83,79,88,80,87,220,76,8,fifa13
Sven Ulreich,S. Ulreich,de,23,192,80,Portero,5500000.0,50000.0,Diestro,3,7,66,32,32,12,44,47,23,10,31,42,19,63,fifa13
Wojciech Szczęsny,W. Szczęsny,pl,22,195,80,Portero,8500000.0,60000.0,Diestro,3,15,38,35,31,10,50,40,34,13,38,33,14,15,fifa13
Sebastian Giovinco,S. Giovinco,it,25,164,80,Delantero,11500000.0,70000.0,Diestro,4,52,55,61,81,90,93,89,68,76,73,76,32,8,fifa13
Fernando Reges,Fernando,br,24,183,80,Centrocampista,8500000.0,60000.0,Diestro,3,70,73,74,75,70,68,73,77,68,82,255,87,32,fifa13
Angelo Ogbonna,A. Ogbonna,it,24,189,80,Defensa,13500000.0,50000.0,Zurdo,3,74,88,54,64,56,73,77,72,58,72,252,84,64,fifa13
Balázs Dzsudzsák,B. Dzsudzsák,hu,25,179,80,Centrocampista,10500000.0,60000.0,Zurdo,4,42,63,74,76,80,84,80,87,85,79,70,24,65,fifa13
Rodrigo José Lima dos Santos,Lima,br,28,178,80,Delantero,8500000.0,50000.0,Diestro,4,76,70,67,74,77,79,84,86,81,78,115,34,37,fifa13
Alexandre Rodrigues da Silva,Alexandre Pato,br,22,179,80,Delantero,18500000.0,80000.0,Diestro,4,73,83,52,72,83,86,90,80,73,60,55,28,62,fifa13
David Luiz Moreira Marinho,David Luiz,br,25,189,80,Defensa,9000000.0,70000.0,Diestro,3,82,71,75,77,69,76,78,73,71,75,237,74,9,fifa13
Pablo Osvaldo,P. Osvaldo,it,26,182,80,Delantero,9000000.0,50000.0,Diestro,3,84,80,50,74,80,69,73,78,60,76,66,29,17,fifa13
Olivier Giroud,O. Giroud,fr,25,192,80,Delantero,8500000.0,60000.0,Zurdo,3,85,76,56,75,67,63,66,84,75,68,80,41,15,fifa13
Alessio Cerci,A. Cerci,it,24,180,80,Centrocampista,13000000.0,50000.0,Zurdo,3,50,64,74,84,84,85,83,76,76,60,130,44,64,fifa13
Marouane Fellaini,M. Fellaini,be,24,194,80,Centrocampista,14500000.0,50000.0,Diestro,3,90,69,76,83,74,65,76,76,77,79,223,76,43,fifa13
Dries Mertens,D. Mertens,be,25,169,80,Delantero,10500000.0,60000.0,Diestro,4,35,57,74,75,86,90,81,77,76,75,103,34,61,fifa13
Claudio Bravo,C. Bravo,cl,29,185,80,Portero,4099999.9999999995,50000.0,Diestro,3,18,81,31,32,13,58,54,32,12,51,48,23,49,fifa13
Davide Astori,D. Astori,it,25,188,80,Defensa,9000000.0,50000.0,Zurdo,3,74,83,63,65,45,69,69,68,43,69,256,86,66,fifa13
Asmir Begovic,A. Begovic,ba,25,196,80,Portero,6500000.0,50000.0,Diestro,2,12,38,23,26,16,63,58,28,12,50,36,21,67,fifa13
Kevin Mirallas,K. Mirallas,be,24,178,80,Centrocampista,9000000.0,40000.0,Diestro,4,64,73,77,80,87,89,88,77,76,76,128,27,43,fifa13
Ronaldo Aparecido Rodrigues,Naldo,br,29,198,80,Defensa,5500000.0,40000.0,Diestro,4,90,47,61,73,43,69,78,90,75,60,241,80,22,fifa13
Daniel Sturridge,D. Sturridge,gb-eng,22,188,80,Delantero,14000000.0,60000.0,Zurdo,3,68,74,59,71,85,89,90,82,72,70,51,22,10,fifa13
Fábio Alexandre Silva Coentrão,Fábio Coentrão,pt,24,179,80,Defensa,9000000.0,70000.0,Zurdo,2,69,79,68,73,80,83,81,68,65,87,231,80,1,fifa13
Cheick Tioté,C. Tioté,ci,26,180,80,Centrocampista,8500000.0,40000.0,Diestro,3,63,77,73,81,74,79,75,78,61,91,243,81,48,fifa13
Gervais Yao Kouassi,Gervinho,ci,25,179,80,Delantero,7500000.0,60000.0,Diestro,3,68,65,69,74,84,89,87,67,62,72,129,46,15,fifa13
Urby Emanuelson,U. Emanuelson,nl,26,176,80,Centrocampista,8000000.0,40000.0,Zurdo,3,46,68,73,78,85,86,82,75,77,84,211,69,41,fifa13
Renato Oliveira Augusto,Renato Augusto,br,24,186,80,Centrocampista,11500000.0,70000.0,Diestro,4,56,67,78,83,84,68,69,82,81,72,81,31,62,fifa13
João Miranda de Souza Filho,Miranda,br,27,185,80,Defensa,7500000.0,60000.0,Diestro,3,83,86,61,62,60,74,77,70,41,69,249,81,2,fifa13
Gonzalo Castro,G. Castro,de,25,171,80,Centrocampista,8000000.0,50000.0,Diestro,4,64,83,78,83,78,78,77,75,60,82,231,78,40,fifa13
Gary Cahill,G. Cahill,gb-eng,26,188,80,Defensa,9000000.0,60000.0,Diestro,3,86,81,61,63,59,72,76,63,66,68,245,81,9,fifa13
Andrè Gonçalves Dias,Andrè Dias,br,33,184,80,Defensa,2500000.0,40000.0,Diestro,3,76,84,64,60,48,64,64,76,59,51,254,86,19,fifa13
Lassana Diarra,L. Diarra,fr,27,172,80,Centrocampista,8500000.0,50000.0,Diestro,3,59,70,77,79,70,80,79,76,63,79,237,86,25,fifa13
Bacary Sagna,B. Sagna,fr,29,176,80,Defensa,5500000.0,50000.0,Diestro,3,77,83,68,79,76,76,76,68,61,84,247,78,15,fifa13
Younès Kaboul,Y. Kaboul,fr,26,191,80,Defensa,7500000.0,50000.0,Diestro,3,83,81,53,70,51,74,81,92,54,74,239,79,11,fifa13
Fernando Amorebieta Mardaras,Amorebieta,ve,27,192,80,Defensa,7500000.0,40000.0,Zurdo,3,79,69,50,63,44,51,53,69,41,71,249,76,33,fifa13
Ibrahim Afellay,I. Afellay,nl,26,180,80,Centrocampista,10500000.0,60000.0,Diestro,4,45,75,69,80,83,85,85,78,81,65,108,47,20,fifa13
Raúl Albiol Tortajada,Raúl Albiol,es,26,190,80,Defensa,9000000.0,70000.0,Diestro,3,82,76,70,77,56,53,52,65,59,61,241,81,1,fifa13
Clint Dempsey,C. Dempsey,us,29,185,80,Centrocampista,8000000.0,40000.0,Diestro,4,87,87,69,80,80,72,73,82,79,78,123,33,68,fifa13
Yuriy Zhirkov,Y. Zhirkov,ru,28,180,80,Centrocampista,7500000.0,40000.0,Zurdo,2,56,56,72,79,78,77,80,73,80,82,221,75,25,fifa13
Aaron Lennon,A. Lennon,gb-eng,25,165,80,Centrocampista,7500000.0,40000.0,Diestro,3,27,64,53,79,83,94,91,61,56,85,55,36,11,fifa13
Anderson Luís da Silva,Luisão,br,31,192,80,Defensa,4099999.9999999995,50000.0,Diestro,2,86,59,60,67,58,44,50,78,45,55,246,85,37,fifa13
Raúl José Trindade Meireles,Raúl Meireles,pt,29,179,80,Centrocampista,0,0,Diestro,4,67,70,80,82,76,73,67,83,84,81,200,74,,fifa13
Alexandr Anyukov,A. Anyukov,ru,29,178,80,Defensa,5500000.0,50000.0,Diestro,3,74,77,71,81,73,80,77,74,77,87,233,76,28,fifa13
Vyacheslav Malafeev,V. Malafeev,ru,33,185,80,Portero,2400000.0,50000.0,Diestro,2,11,58,28,33,10,56,50,39,14,38,35,16,28,fifa13
Alexandr Samedov,A. Samedov,ru,27,177,80,Centrocampista,8500000.0,40000.0,Diestro,3,58,64,76,82,81,86,83,72,74,71,149,41,69,fifa13
Joan Verdú Fernández,Verdú,es,29,178,80,Centrocampista,8000000.0,50000.0,Diestro,3,55,53,83,87,81,72,65,74,75,58,130,48,70,fifa13
Gabriel Fernández Arenas,Gabi,es,28,179,80,Centrocampista,7500000.0,50000.0,Diestro,3,51,60,84,85,74,69,68,81,78,83,203,74,2,fifa13
Xabier Prieto Argarate,Xabi Prieto,es,28,186,80,Centrocampista,8500000.0,50000.0,Diestro,3,58,53,84,85,82,63,68,74,78,64,63,52,49,fifa13
Alejandro Gómez,A. Gómez,ar,24,165,80,Delantero,10500000.0,50000.0,Diestro,4,60,69,70,76,86,92,82,80,78,78,147,40,71,fifa13
Germán Denis,G. Denis,ar,30,182,80,Delantero,7500000.0,40000.0,Diestro,3,83,85,49,72,73,69,69,83,69,75,95,30,72,fifa13
Walter Montillo,W. Montillo,ar,28,171,80,Centrocampista,8500000.0,50000.0,Diestro,4,57,64,74,82,85,84,79,78,71,73,137,41,27,fifa13
Lisandro López,L. López,ar,29,174,80,Delantero,8000000.0,60000.0,Diestro,4,74,77,75,80,77,76,77,77,77,84,104,62,52,fifa13
Willy Caballero,W. Caballero,ar,30,186,80,Portero,3300000.0,30000.0,Diestro,3,24,70,27,32,11,52,54,22,13,44,35,21,26,fifa13
Darren Fletcher,D. Fletcher,gb-sct,28,184,80,Centrocampista,7500000.0,50000.0,Diestro,3,85,71,82,85,64,66,68,76,72,88,240,85,5,fifa13
Andrés D'Alessandro,A. D'Alessandro,ar,31,174,80,Centrocampista,6500000.0,50000.0,Zurdo,3,45,57,80,83,87,79,66,76,75,70,89,52,73,fifa13
Diego Cavalieri,Diego Cavalieri,br,29,191,80,Portero,3300000.0,40000.0,Zurdo,2,9,70,31,25,15,29,33,33,14,39,41,16,51,fifa13
Goran Pandev,G. Pandev,mk,28,184,80,Delantero,8500000.0,50000.0,Zurdo,3,71,73,66,77,86,78,73,80,83,74,106,50,7,fifa13
Stefan Kießling,S. Kießling,de,28,191,80,Delantero,8500000.0,50000.0,Diestro,3,90,72,59,76,67,65,68,83,74,83,122,44,40,fifa13
Luís Fabiano Clemente,Luís Fabiano,br,31,185,80,Delantero,6500000.0,60000.0,Diestro,4,83,72,48,72,74,67,70,82,68,61,62,35,74,fifa13
Alex Rodrigo Dias da Costa,Alex,br,30,189,80,Defensa,4900000.0,50000.0,Diestro,3,85,73,61,64,56,55,54,91,80,66,242,74,4,fifa13
Martín Demichelis,M. Demichelis,ar,31,184,80,Defensa,4099999.9999999995,40000.0,Diestro,3,84,63,69,73,54,34,34,47,34,54,238,83,26,fifa13
Kolo Touré,K. Touré,ci,31,183,80,Defensa,4099999.9999999995,50000.0,Diestro,3,83,73,64,71,52,67,76,81,76,66,245,79,6,fifa13
Diego Benaglio,D. Benaglio,ch,28,194,80,Portero,4900000.0,40000.0,Diestro,3,15,73,31,32,13,42,48,36,11,43,37,22,22,fifa13
Alexandr Kerzhakov,A. Kerzhakov,ru,29,176,80,Delantero,8000000.0,60000.0,Diestro,3,70,83,69,76,74,83,82,87,82,82,80,34,28,fifa13
Phil Jagielka,P. Jagielka,gb-eng,29,180,80,Defensa,5500000.0,30000.0,Diestro,3,78,88,66,71,51,68,69,69,54,78,247,81,43,fifa13
Per Mertesacker,P. Mertesacker,de,27,198,80,Defensa,6000000.0,50000.0,Diestro,3,89,28,58,66,29,29,34,71,25,64,251,83,15,fifa13
